,제조사,모델명,옵션명,연식,주행거리,연료,색상,가격
2187,현대,아반떼AD,1.6GDi 밸류플러스 ,2018,"63,950Km",휘발유,흰색,"1,310"
2188,기아,봉고3,더블캡내장탑 ,2010,"166,175Km",경유,흰색,500
2189,현대,LF쏘나타,LPI 모던(장애인용) ,2015,"99,841Km",LPG,흰색,"1,340"
2190,현대,뉴투싼ix(LM),디젤(e-VGT)2WD 스마트스페셜,2015,"107,559Km",경유,흰색,"1,280"
2191,대형트럭(2톤이상),메가트럭,메가트럭 ,2015,"173,804Km",경유,흰색,"5,300"
2192,기아,봉고3,1톤냉동탑차 ,2019,"21,280Km",경유,흰색,"1,810"
2193,기아,올뉴K3,럭셔리 ,2019 ,"115,321Km",휘발유,흰색,"1,190"
2194,아우디,NEW A4,35TDI콰트로프레스티지 ,2015,"121,379Km",경유,흰색,"1,450"
2195,쉐보레/대우,크루즈,디젤2.0LTZ+ ,2013,"187,634Km",경유,흰색,370
2196,랜드로버,레인지로버(4세대),4.4TDV8 보그SE,2017,"185,852Km",경유,흰색,"6,500"
2197,현대,포터2,초장축더블캡CRDi 파워게이트,2011,"259,638Km",경유,흰색,450
2198,닷지,램픽업,1500 5.7 ,2021,"283,419Km",휘발유,흰색,"3,150"
2199,기아,봉고3,1톤킹캡초장축CRDi DLX,2014,"136,071Km",경유,흰색,780
2200,기아,카니발R,그랜드카니발GLX R스페셜,2011,"260,000Km",경유,흰색,399
2201,기아,쏘울,1.6 스마트 ,2011 ,"95,040Km",휘발유,흰색,530
2202,현대,포터2,윙바디 ,2017,"161,870Km",경유,흰색,"1,280"
2203,링컨,MKX(2세대),2.7AWD ,2016,"162,000Km",휘발유,흰색,"1,699"
2204,기아,레이,디럭스 ,2015,"79,791Km",휘발유,흰색,580
2205,현대,아슬란,G300 모던 ,2015,"180,000Km",휘발유,흰색,"1,250"
2206,현대,싼타페더프라임,디젤2.0 2WD 밸류플러스,2017,"141,068Km",경유,흰색,"1,650"
2207,현대,싼타페DM,디젤(e-VGT)2.0 4WD익스클루시브 기본형,2014,"106,933Km",경유,흰색,"1,600"
2208,닷지,램픽업,1500 5.7 ,2021,"283,419Km",휘발유,흰색,"3,150"
2209,기아,봉고3,1톤킹캡초장축CRDi DLX,2014,"136,071Km",경유,흰색,780
2210,기아,카니발R,그랜드카니발GLX R스페셜,2011,"260,000Km",경유,흰색,399
2211,르노삼성,SM6,1.6 TCe RE,2016,"138,530Km",휘발유,흰색,"1,350"
2212,아우디,A5,2.0TFSI카브리올레 ,2011,"141,026Km",휘발유,흰색,"1,490"
2213,BMW,3시리즈(G20),320d 기본형,2016,"98,949Km",경유,흰색,"1,960"
2214,BMW,1시리즈(F20),118d5도어 어반팩1,2013,"77,160Km",경유,흰색,"1,230"
2215,현대,포터2,초장축슈퍼캡CRDi 스마트,2018,"19,895Km",경유,흰색,"1,530"
2216,아우디,A5,2.0TDI콰트로 다이나믹스포츠백,2013,"157,152Km",경유,흰색,"1,340"
2217,BMW,1시리즈(F20),118d5도어 스포츠,2015,"136,295Km",경유,흰색,"1,229"
2218,기아,K9(1세대),3.3GDI 노블레스 스페셜,2013,"251,027Km",휘발유,흰색,"1,140"
2219,기아,더뉴K5,노블레스 ,2014,"112,837Km",휘발유,흰색,"1,140"
2220,현대,아이오닉 하이브리드,Q 기본형,2018,"30,925Km",휘발유+전기,흰색,"2,140"
2221,지프,뉴체로키(KL),2.2디젤 리미티드AWD,2016,"136,490Km",경유,흰색,"1,900"
2222,폭스바겐,골프(6세대),1.6TDI블루모션 스타일에디션,2013,"200,946Km",경유,흰색,530
2223,기아,올뉴카니발,9인승 프레스티지,2018,"218,346Km",경유,흰색,"1,280"
2224,기아,더뉴쏘렌토,디젤2.0 2WD 노블레스,2018,"87,000Km",경유,흰색,"2,480"
2225,현대,포터2,초장축더블캡CRDi 스마트,2015,"82,625Km",경유,흰색,"1,360"
2226,현대,올뉴투싼(TL),디젤1.7 2WD 스타일,2016,"43,979Km",경유,흰색,"1,290"
2227,기아,올뉴모닝(JA),터보 프레스티지,2018,"62,000Km",휘발유,흰색,930
2228,렉서스,ES,350 슈페리어,2010,"155,735Km",휘발유,흰색,830
2229,현대,포터2,초장축더블캡CRDi ,2014,"217,768Km",경유,흰색,790
2230,현대,NF쏘나타,N20엘레강스스페셜 고급형,2007,"79,950Km",휘발유,흰색,320
2231,기아,K5,2.0노블레스 ,2011,"208,468Km",휘발유,흰색,570
2232,쌍용,베리뉴티볼리,1.5터보 2WD V3,2020,"46,434Km",휘발유,흰색,"1,640"
2233,현대,엑센트(신형),1.6VGT프리미어 ,2012,"74,553Km",경유,흰색,620
2234,쉐보레/대우,크루즈,디젤2.0LTZ+ ,2012,"160,211Km",경유,흰색,360
2235,기아,뉴쏘렌토R,디젤2.0 2WD 프레스티지,2014,"185,788Km",경유,흰색,"1,010"
2236,재규어,XE,20t 프레스티지,2016,"127,497Km",휘발유,흰색,"1,400"
2237,기아,올뉴모닝(JA),밴 고급형,2017,"57,940Km",휘발유,흰색,470
2238,재규어,XF(2세대),20d 프레스티지,2017,"171,615Km",경유,흰색,"1,690"
2239,벤츠,뉴E클래스,E300엘레강스 ,2011,"117,796Km",휘발유,흰색,"1,190"
2240,현대,아반떼HD,1.6VVT E16 디럭스,2010,"124,591Km",휘발유,흰색,280
2241,현대,아반떼MD,M16GDi 프리미어 ,2011,"130,486Km",휘발유,흰색,640
2242,기아,올뉴카니발,9인승 하이리무진 프레스티지,2015,"113,800Km",경유,흰색,"2,370"
2243,기아,K5 2세대,2.0 SX 노블레스,2016,"126,014Km",휘발유,흰색,"1,240"
2244,기아,뉴쏘렌토,7인승디젤(VGT)4WD LX 최고급형,2007,"156,065Km",경유,흰색,290
2245,쉐보레/대우,올란도,디젤1.6LT 컨비니언스,2015,"104,026Km",경유,흰색,930
2246,기아,더뉴스포티지R,디젤 2WD 프레스티지,2016,"90,422Km",경유,흰색,"1,480"
2247,쌍용,렉스턴W,2.0 4WD RX7 프레스티지,2013,"260,000Km",경유,흰색,630
2248,쌍용,베리뉴티볼리,1.5터보 2WD V3,2020,"46,434Km",휘발유,흰색,"1,640"
2249,현대,엑센트(신형),1.6VGT프리미어 ,2012,"74,553Km",경유,흰색,620
2250,쉐보레/대우,크루즈,디젤2.0LTZ+ ,2012,"160,211Km",경유,흰색,360
2251,기아,뉴쏘렌토R,디젤2.0 2WD 프레스티지,2014,"185,788Km",경유,흰색,"1,010"
2252,재규어,XE,20t 프레스티지,2016,"127,497Km",휘발유,흰색,"1,400"
2253,기아,올뉴모닝(JA),밴 고급형,2017,"57,940Km",휘발유,흰색,470
2254,재규어,XF(2세대),20d 프레스티지,2017,"171,615Km",경유,흰색,"1,690"
2255,벤츠,뉴E클래스,E300엘레강스 ,2011,"117,796Km",휘발유,흰색,"1,190"
2256,현대,아반떼HD,1.6VVT E16 디럭스,2010,"124,591Km",휘발유,흰색,280
2257,현대,아반떼MD,M16GDi 프리미어 ,2011,"130,486Km",휘발유,흰색,640
2258,쉐보레/대우,더넥스트스파크,LT 플러스,2016,"32,379Km",휘발유,흰색,690
2259,쌍용,렉스턴W,2.0 4WD RX7 프레스티지,2014,"50,470Km",경유,흰색,"1,490"
2260,쌍용,슈퍼렉스턴,4WD RX4 최고급형,2011,"180,504Km",경유,흰색,510
2261,기아,더뉴쏘렌토,디젤2.0 2WD 마스터,2019,"139,579Km",경유,흰색,"2,490"
2262,BMW,1시리즈(F20),118d5도어 스포츠,2016,"174,634Km",경유,흰색,"1,330"
2263,대형트럭(2톤이상),마이티, ,2007,"514,945Km",경유,흰색,840
2264,대형트럭(2톤이상),마이티,e-마이티 3.5톤 카고 슈퍼캡,2008,"401,445Km",경유,흰색,"1,490"
2265,기아,스포티지4세대(QL),디젤1.7 2WD 트렌디,2016,"99,125Km",경유,흰색,"1,490"
2266,쉐보레/대우,라보,롱카고 슈퍼,2015,"75,275Km",LPG,흰색,440
2267,쌍용,코란도C,클러비4WD 기본형,2012,"106,877Km",경유,흰색,589
2268,기아,올뉴모닝(JA),럭셔리 ,2017,"95,042Km",휘발유,흰색,720
2269,기아,올뉴K7,2.4GDI 프레스티지,2016 ,"199,909Km",휘발유,흰색,"1,160"
2270,벤츠,CLS클래스(3세대),CLS400d 4MATIC ,2019,"53,838Km",경유,흰색,"7,390"
2271,기아,더뉴K5 2세대,2.0가솔린 노블레스,2019,"48,773Km",휘발유,흰색,"1,940"
2272,볼보,S80,D5(디젤) ,2011,"109,473Km",경유,흰색,720
2273,현대,포터2,하이내장탑 ,2009,"87,299Km",경유,흰색,840
2274,기아,스포티지4세대(QL),디젤2.0 2WD 노블레스스페셜,2016 ,"156,143Km",경유,흰색,"1,390"
2275,현대,포터2,초장축더블캡CRDi ,2017,"76,654Km",경유,흰색,"1,280"
2276,쌍용,액티언스포츠,4WD AX7 패션,2011,"119,033Km",경유,흰색,470
2277,기아,그랜드카니발,GLX 최고급형,2013,"101,343Km",경유,흰색,899
2278,르노삼성,뉴SM3(2세대),가솔린 1.6 RE,2014,"46,061Km",휘발유,흰색,790
2279,쌍용,액티언,4WD 하이퍼 ,2006,"175,839Km",경유,흰색,330
2280,지프,그랜드체로키(3세대),3.0디젤 오버랜드,2014,"178,194Km",경유,흰색,"1,900"
2281,BMW,3시리즈(F30),320d ED,2016,"167,203Km",경유,흰색,"1,550"
2282,기아,봉고3,1톤더블캡초장축CRDi DLX,2011,"97,481Km",경유,흰색,499
2283,르노삼성,뉴SM3(2세대),가솔린 1.6 SE,2013,"74,940Km",휘발유,흰색,500
2284,현대,LF쏘나타,2.0 스마트 스페셜,2017 ,"175,644Km",휘발유,흰색,880
2285,현대,더뉴아반떼MD,1.6GDi 모던 기본형,2015 ,"119,293Km",휘발유,흰색,850
2286,BMW,4시리즈(F32/33),420d쿠페 M스포츠,2015,"72,583Km",경유,흰색,"2,550"
2287,르노삼성,QM5,디젤2WD SE 플러스,2008,"192,807Km",경유,흰색,318
2288,쉐보레/대우,올뉴마티즈,SE ,2008,"107,473Km",휘발유,흰색,120
2289,현대,아반떼MD,LPI M16 프리미어 ,2011,"167,781Km",LPG,흰색,690
2290,벤츠,뉴CLS클래스,CLS350 ,2014,"194,461Km",휘발유,흰색,"2,120"
2291,현대,포터2,내장탑파워게이트 ,2016,"179,499Km",경유,흰색,"1,230"
2292,쉐보레/대우,라세티,1.6럭스 ,2003 ,"43,494Km",휘발유,흰색,110
2293,르노삼성,SM5뉴임프레션,가솔린 2.0 LE,2008,"134,347Km",휘발유,흰색,190
2294,아우디,A4,2.0TFSI콰트로 ,2012,"173,650Km",휘발유,흰색,700
2295,기아,K3,프레스티지 ,2013,"136,691Km",휘발유,흰색,580
2296,르노삼성,뉴SM3(2세대),가솔린 1.6 SE블랙,2011,"139,764Km",휘발유,흰색,370
2297,현대,올뉴투싼(TL),디젤1.6 2WD 프리미엄,2019,"81,006Km",경유,흰색,"2,380"
2298,아우디,A7,50 TDI 콰트로 스포츠4G,2016,"106,000Km",경유,흰색,"3,580"
2299,렉서스,ES,300h 럭셔리 플러스,2019,"61,991Km",휘발유+전기,흰색,"4,390"
2300,기아,스토닉,1.6디젤 프레스티지,2018,"86,676Km",경유,흰색,"1,330"
2301,쉐보레/대우,트랙스,1.4 LT 디럭스 ,2013,"100,000Km",휘발유,흰색,799
2302,대형트럭(2톤이상),마이티,e-마이티 윙바디,2013,"172,042Km",경유,흰색,"2,890"
2303,기아,K5,2.0럭셔리 ,2011,"175,698Km",휘발유,흰색,560
2304,푸조,3008(1세대),1.6e-HDi ,2015,"71,251Km",경유,흰색,930
2305,현대,포터2,파워게이트 ,2020,"29,287Km",경유,흰색,"2,099"
2306,현대,포터2,더블캡 하이슈퍼1톤초장축슈퍼캡,2016,"42,114Km",경유,흰색,"1,040"
2307,아우디,A7,3.0 TDI 콰트로 엔트리,2014,"160,000Km",경유,흰색,"1,990"
2308,기아,모하비,4WD QV300 최고급형,2015,"222,554Km",경유,흰색,"1,420"
2309,르노삼성,SM6,2.0 GDe LE,2019,"28,919Km",휘발유,흰색,"1,720"
2310,기아,더뉴모닝,스마트 ,2016 ,"31,264Km",휘발유,흰색,550
2311,지프,랭글러(JK),2.8디젤 루비콘2도어,2012,"104,123Km",경유,흰색,"2,140"
2312,기아,더뉴레이,밴 고급형,2018 ,"55,558Km",휘발유,흰색,750
2313,기아,더뉴레이,밴 고급형,2018,"89,135Km",휘발유,흰색,770
2314,기아,더뉴스포티지R,디젤 4WD 노블레스,2014 ,"96,550Km",경유,흰색,"1,330"
2315,현대,그랜저HG 하이브리드,프리미엄 ,2014 ,"115,692Km",휘발유+전기,흰색,"1,370"
2316,기아,K5 하이브리드,프레스티지 ,2012 ,"131,358Km",휘발유+전기,흰색,770
2317,현대,아반떼MD,M16GDi 럭셔리 ,2011,"95,534Km",휘발유,흰색,600
2318,BMW,3시리즈(F30),320d M스포츠,2018,"90,410Km",경유,흰색,"2,650"
2319,기아,K7,VG270 LPI 럭셔리 프리미엄,2011,"154,926Km",LPG,흰색,670
2320,BMW,3시리즈(G20),320d xDrive 기본형,2014,"89,508Km",경유,흰색,"1,950"
2321,르노삼성,SM5뉴임프레션,가솔린 2.0 SE블랙,2009,"123,000Km",휘발유,흰색,240
2322,벤츠,뉴E클래스,E350 엘레강스W212,2013,"102,697Km",휘발유,흰색,"1,650"
2323,아우디,A5,2.0TDI콰트로 스포츠백,2014,"160,000Km",경유,흰색,"1,390"
2324,쉐보레/대우,윈스톰,7인승2WD LT 기본형,2008,"126,092Km",경유,흰색,380
2325,쉐보레/대우,더넥스트스파크,LTZ ,2017,"5,939Km",휘발유,흰색,950
2326,쌍용,슈퍼렉스턴,4WD RX4 최고급형,2011,"178,915Km",경유,흰색,590
2327,쉐보레/대우,올란도,LPG다이나믹 ,2016 ,"119,829Km",LPG,흰색,"1,090"
2328,쌍용,코란도투리스모,9인승 4WD GT,2015,"252,576Km",경유,흰색,570
2329,폭스바겐,골프(6세대),2.0TDI ,2010,"94,959Km",경유,흰색,730
2330,쉐보레/대우,알페온,스페셜 ,2011,"120,000Km",휘발유,흰색,649
2331,쌍용,코란도스포츠,CX7 4WD 비전,2013,"170,066Km",경유,흰색,780
2332,쉐보레/대우,더넥스트스파크,밴 ,2017,"52,034Km",휘발유,흰색,470
2333,벤츠,E클래스(W213),E250 아방가르드 ,2020,"27,495Km",휘발유,흰색,"4,500"
2334,쉐보레/대우,올란도,LPG LTZ 프리미엄,2014,"136,358Km",LPG,흰색,880
2335,현대,LF쏘나타,2.0 프리미엄 ,2015,"140,817Km",휘발유,흰색,"1,250"
2336,푸조,2008(1세대),1.6BlueHDi 알뤼르GC,2017,"27,819Km",경유,흰색,"1,550"
2337,지프,그랜드체로키(4세대),3.6가솔린 오버랜드,2015,"194,094Km",휘발유,흰색,"1,780"
2338,르노삼성,SM3네오(2세대),가솔린1.6 LE,2015 ,"64,581Km",휘발유,흰색,690
2339,기아,더뉴봉고3,플러스 내장탑차 ,2017,"166,887Km",경유,흰색,"1,290"
2340,현대,포터2,초장축슈퍼캡CRDi 기본형,2005,"283,965Km",경유,흰색,470
2341,르노삼성,SM6,2.0 GDe LE,2016,"80,182Km",휘발유,흰색,"1,280"
2342,현대,싼타페DM,디젤(e-VGT)2.0 4WD익스클루시브 기본형,2013,"176,548Km",경유,흰색,"1,250"
2343,벤츠,뉴E클래스,E300엘레강스 ,2012,"172,592Km",휘발유,흰색,890
2344,쌍용,티볼리에어,가솔린 4WD RX,2017,"68,756Km",휘발유,흰색,"1,430"
2345,현대,그랜드스타렉스,리무진11인승 ,2013,"194,876Km",경유,흰색,"1,470"
2346,기아,봉고3,1톤내장탑차파워게이트 ,2014,"60,868Km",경유,흰색,"1,340"
2347,현대,더뉴아반떼MD,1.6VGT 모던 기본형,2015,"124,255Km",경유,흰색,660
2348,쉐보레/대우,더뉴트랙스,디젤 1.6 LTZ ,2017 ,"107,346Km",경유,흰색,"1,230"
2349,쉐보레/대우,스파크,LS 스타,2012,"104,736Km",휘발유,흰색,340
2350,현대,그랜드스타렉스,12인승왜건 스마트,2016,"119,629Km",경유,흰색,"1,200"
2351,기아,봉고3,내장탑차 ,2011,"257,739Km",경유,흰색,530
2352,현대,LF쏘나타,LPI 스마트 ,2017,"89,917Km",LPG,흰색,"1,100"
2353,기아,K5,2.4GDI노블레스 ,2011,"125,930Km",휘발유,흰색,760
2354,BMW,5시리즈(F10),520d M에어로다이내믹,2016,"118,634Km",경유,흰색,"2,599"
2355,폭스바겐,뉴CC,2.0TDI블루모션 R-Line,2016,"151,040Km",경유,흰색,"1,390"
2356,기아,레이,디럭스 ,2016,"155,299Km",휘발유,흰색,570
2357,현대,쏘나타DN8,LPi 2.0 프리미엄,2021,"4,291Km",LPG,흰색,"2,540"
2358,쉐보레/대우,스파크,LS 스타,2012,"92,087Km",휘발유,흰색,350
2359,토요타,프리우스(4세대),1.8하이브리드 E,2012,"84,581Km",휘발유+전기,흰색,890
2360,현대,포터2,초장축더블캡CRDi 골드,2008,"178,093Km",경유,흰색,550
2361,기아,더뉴레이,프레스티지 ,2018 ,"32,000Km",휘발유,흰색,"1,340"
2362,현대,더뉴그랜드스타렉스,웨건 11인승 스마트,2018,"53,221Km",경유,흰색,"1,910"
2363,르노삼성,뉴SM3(2세대),가솔린 1.6 SE,2011,"49,303Km",휘발유,흰색,450
2364,아우디,A4,2.0TFSI콰트로 B7,2013,"64,045Km",휘발유,흰색,"1,230"
2365,현대,더뉴아반떼MD,1.6VGT 모던 기본형,2014,"148,027Km",경유,흰색,670
2366,쉐보레/대우,더넥스트스파크,LTZ ,2017,"44,841Km",휘발유,흰색,690
2367,현대,포터,1톤 ,2011,"299,439Km",경유,흰색,400
2368,르노삼성,뉴SM3(2세대),가솔린 1.6 SE,2011,"49,303Km",휘발유,흰색,450
2369,아우디,A4,2.0TFSI콰트로 B7,2013,"64,045Km",휘발유,흰색,"1,230"
2370,현대,더뉴아반떼MD,1.6VGT 모던 기본형,2014,"148,027Km",경유,흰색,670
2371,쉐보레/대우,스파크,LS 스타,2012,"62,241Km",휘발유,흰색,421
2372,기아,봉고3,1톤냉장탑차 ,2014,"222,367Km",경유,흰색,690
2373,대형트럭(2톤이상),마이티,올뉴마이티 3.5톤 냉동탑,2010,"323,227Km",경유,흰색,"1,990"
2374,벤츠,뉴E클래스,E200카브리올레 ,2014,"141,084Km",휘발유,흰색,"2,400"
2375,스마트,포투카브리오(3세대),카브리오 ,2013,"180,000Km",휘발유,흰색,930
2376,기아,더뉴K5,노블레스 ,2014,"101,098Km",휘발유,흰색,999
2377,미니,컨버터블(2세대),쿠퍼 기본형,2012,"106,524Km",휘발유,흰색,930
2378,기아,봉고3,1톤킹캡초장축CRDi LTD,2011,"75,132Km",경유,흰색,920
2379,기아,올뉴쏘렌토,디젤2.0 4WD 프레스티지,2014,"166,175Km",경유,흰색,"1,430"
2380,인피니티,G(V36),G37세단 프리미엄,2010,"95,050Km",휘발유,흰색,649
2381,현대,올뉴투싼(TL),디젤1.7 2WD 스타일,2016,"152,715Km",경유,흰색,"1,139"
2382,기아,봉고3,1톤더블캡초장축CRDi 럭셔리,2019,"99,825Km",경유,흰색,"1,550"
2383,기아,로체이노베이션,LEX20 최고급형,2009,"92,892Km",휘발유,흰색,450
2384,현대,에쿠스(신형),VS380 프레스티지,2010,"204,344Km",휘발유,흰색,830
2385,벤츠,뉴C클래스,C200CGI ,2012 ,"158,909Km",휘발유,흰색,830
2386,현대,NF쏘나타,N20럭셔리 고급형,2005,"148,240Km",휘발유,흰색,189
2387,폭스바겐,골프(6세대),1.6TDI블루모션 ,2012,"170,710Km",경유,흰색,500
2388,현대,투싼ix(LM),디젤4WD LX20 프리미어,2012,"180,000Km",경유,흰색,690
2389,볼보,S60,T5 2세대,2011,"183,062Km",휘발유,흰색,640
2390,기아,카니발R,그랜드카니발GLX 최고급형,2011,"200,000Km",경유,흰색,420
2391,BMW,Z4(E85),3.0i ,2003,"240,000Km",휘발유,흰색,990
2392,기아,엑스트랙,2.0 LX ,2004,"60,442Km",경유,흰색,140
2393,기아,올뉴모닝(JA),트렌디 ,2020,"22,410Km",휘발유,흰색,950
2394,쉐보레/대우,토스카프리미엄6,L6 2.0 익스클루시브 ,2010,"113,620Km",휘발유,흰색,239
2395,쌍용,액티언,2WD CX5클럽 ,2010,"158,100Km",경유,흰색,295
2396,현대,그랜저HG,LPG HG300 이그제큐티브,2012,"170,723Km",LPG,흰색,"1,099"
2397,기아,K5 2세대,2.0 MX 노블레스스페셜,2016,"74,973Km",휘발유,흰색,"1,570"
2398,기아,K5 2세대,1.6터보 SX 프레스티지,2018,"78,668Km",휘발유,흰색,"1,590"
2399,쉐보레/대우,올란도,LPG LTZ 세이프티,2012,"193,716Km",LPG,흰색,549
2400,기아,K5,2.0럭셔리 ,2011,"139,751Km",휘발유,흰색,630
2401,쌍용,액티언,2WD CX5클럽 기본형,2010,"97,256Km",경유,흰색,299
2402,대형트럭(2톤이상),마이티,e-마이티 내장탑차,2014,"386,000Km",경유,흰색,"2,450"
2403,피아트,500X,디젤 2.0 크로스AWD,2016,"53,391Km",경유,흰색,"1,490"
2404,볼보,XC70,D5(디젤) ,2010,"169,192Km",경유,흰색,"1,050"
2405,쉐보레/대우,캡티바,2WD LT ,2011,"116,905Km",경유,흰색,730
2406,현대,아반떼AD,1.6GDi 밸류플러스 ,2018,"49,000Km",휘발유,흰색,"1,380"
2407,닛산,큐브,1.8S ,2011,"141,645Km",휘발유,흰색,410
2408,르노삼성,SM6,LPe SE,2016,"112,676Km",LPG,흰색,"1,120"
2409,벤츠,C클래스(W205),C220d 익스클루시브,2015,"80,739Km",경유,흰색,"2,770"
2410,현대,싼타페TM,디젤2.0 2WD 익스클루시브,2019,"36,738Km",경유,흰색,"2,780"
2411,기아,스포티지R,디젤2WD리미티드 ,2012,"105,711Km",경유,흰색,"1,080"
2412,현대,포터2,하이내장탑 ,2015,"183,586Km",경유,흰색,790
2413,기아,올뉴K3,프레스티지 ,2021,"46,638Km",휘발유,흰색,"1,750"
2414,쌍용,티볼리에어,가솔린 2WD IX,2018,"16,369Km",휘발유,흰색,"1,470"
2415,현대,LF쏘나타,LPI 스마트 ,2015,"143,769Km",LPG,흰색,630
2416,현대,포터2,더블캡 하이슈퍼1톤초장축슈퍼캡,2012,"218,806Km",경유,흰색,820
2417,기아,K5,2.0터보GDI노블레스 ,2012,"194,447Km",휘발유,흰색,650
2418,포드,익스플로러(5세대),2.3리미티드AWD ,2018,"18,003Km",휘발유,흰색,"3,720"
2419,푸조,508(1세대),1.6BlueHDi 알뤼르,2015,"143,812Km",경유,흰색,690
2420,쌍용,코란도C,클러비4WD 파크,2012,"201,898Km",경유,흰색,450
2421,쉐보레/대우,라보,카고 DLX,2001,"189,481Km",LPG,흰색,250
2422,현대,포터2,파워게이트 ,2018 ,"62,631Km",경유,흰색,"1,690"
2423,쉐보레/대우,스파크,LT 기본형,2012,"93,732Km",휘발유,흰색,420
2424,폭스바겐,골프(7세대),1.4TSI ,2016,"7,395Km",휘발유,흰색,"1,950"
2425,랜드로버,레인지로버이보크(1세대),2.2SD4 퓨어,2014,"180,000Km",경유,흰색,"1,780"
