,brand,name,year,info,km,location,price,type,color
321,제네시스,G80 (RG3),21/05식,가솔린 3.5 터보 AWD,"1,145km",경기,"7,100",가솔린,초록색
322,제네시스,G80 (RG3),21/05식,가솔린 3.5 터보 AWD,"1,145km",경기,"7,100",가솔린,초록색
323,현대,쏘나타 III,96/05식,2.0 DOHC,"100,918km",충북,280,가솔린,초록색
324,현대,쏘나타 III,97/11식,1.8 DOHC,"94,000km",경기,240,가솔린,초록색
325,쉐보레(GM대우),All New 마티즈,08/01식,SE,"62,029km",경기,130,가솔린,초록색
326,기아,레이,15/12식(16년형),럭셔리,"144,093km",서울,720,가솔린,초록색
327,쉐보레(GM대우),올란도,14/10식(15년형),LPG LT,"94,542km",부산,890,LPG(일반인 구입),초록색
328,기아,레이,12/07식(13년형),프레스티지,"109,953km",경기,679,가솔린,초록색
329,쌍용,티볼리,15/06식,LX 2WD,"57,641km",경북,"1,400",가솔린,초록색
330,쌍용,티볼리 에어,18/08식,디젤 RX 4WD,"24,228km",대전,"1,790",디젤,초록색
331,기아,올 뉴 모닝,12/10식(13년형),디럭스 스페셜,"77,928km",대전,489,가솔린,초록색
332,쉐보레(GM대우),라세티 프리미어,10/02식,디젤 SX,"169,700km",경북,220,디젤,초록색
333,기아,올 뉴 쏘렌토,17/05식,디젤 2.0 2WD,"43,274km",경기,"2,250",디젤,초록색
334,르노삼성,QM5,08/02식,디젤 2WD LE,"130,098km",대구,490,디젤,초록색
335,현대,코나,17/11식(18년형),1.6 터보 2WD,"46,075km",경남,"1,740",가솔린,초록색
336,기아,스포티지 4세대,17/04식(18년형),디젤 2.0 2WD 노블레스,"82,000km",대전,"1,950",디젤,초록색
337,쉐보레(GM대우),트레일블레이저,21/08식,1.3 터보 2WD,"13,634km",전북,"2,490",가솔린,초록색
338,쉐보레(GM대우),마티즈 크리에이티브,09/09식(10년형),재즈,"69,637km",부산,290,가솔린,초록색
339,기아,레이,12/02식,럭셔리,"140,795km",부산,630,가솔린,초록색
340,기아,레이,13/01식,터보,"119,076km",경남,740,가솔린,초록색
341,기아,레이,12/03식,디럭스 스페셜,"91,400km",경북,690,가솔린,초록색
342,현대,스타렉스,99/05식,9인승 2WD,"218,799km",전북,260,디젤,초록색
343,쌍용,렉스턴 W,13/01식,2.0 4WD RX7,"240,000km",전남,720,디젤,초록색
344,제네시스,G70,18/08식,3.3T 스포츠 AWD,"71,000km",충남,"3,550",가솔린,초록색
345,쉐보레(GM대우),더 넥스트 스파크,16/01식,LT,"26,000km",전남,690,가솔린,초록색
346,현대,스쿠프,94/08식,1.5 LS,"146,700km",경기,600,가솔린,초록색
347,제네시스,EQ900,17/10식(18년형),3.3 T-GDI AWD,"68,329km",울산,"4,600",가솔린,초록색
348,현대,스텔라,88/04식,1.6 CXL,"120,000km",경남,800,가솔린,초록색
349,기아,레이,16/07식,럭셔리,"53,071km",경남,949,가솔린,초록색
350,쌍용,티볼리 아머,17/11식(18년형),기어 에디션 2WD,"30,010km",경기,"1,530",가솔린,초록색
351,현대,그랜저 HG 하이브리드,14/06식(15년형),프리미엄,"72,183km",경기,"1,550",가솔린+전기,초록색
352,쌍용,티볼리 아머,17/11식(18년형),기어 에디션 2WD,"30,010km",경기,"1,530",가솔린,초록색
353,현대,그랜저 IG 하이브리드,19/06식,익스클루시브,"74,000km",경기,"2,950",가솔린+전기,초록색
354,,,,,,,,,초록색
355,현대,베라크루즈,12/01식,디젤 2WD 300X,"137,139km",경기,870,디젤,초록색
356,쌍용,이스타나,99/11식,옴니 15인승 프라임,"220,000km",광주,300,디젤,초록색
357,르노삼성,뉴SM5,06/09식,XE,"170,200km",경남,200,가솔린,초록색
358,기아,K5 2세대,15/07식(16년형),2.0 터보 SX,"106,909km",경남,"1,490",가솔린,초록색
359,기아,더 뉴 모닝,16/05식,럭셔리,"37,304km",경남,750,가솔린,초록색
360,,,,,,,,,초록색
361,쉐보레(GM대우),캡티바,14/01식,2WD LT,"106,210km",경기,750,디젤,초록색
